msg_id,msg_date,msg_time,msg_from,msg_to,text_message,msg_group_id
562,2023-10-27,16:31:07,932,669,nonummy maecenas tincidunt lacus,264
563,2023-08-23,8:09:20,608,442,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,65
564,2023-11-26,4:33:42,442,931,nulla suspendisse potenti cras in purus,393
565,2024-01-11,22:21:27,185,367,morbi porttitor lorem id ligula suspendisse,3
566,2024-03-06,9:17:04,411,32,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,105
567,2023-10-23,3:23:16,69,359,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,400
568,2024-05-27,15:57:20,343,968,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,114
569,2024-01-18,3:35:17,431,28,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,14
570,2023-08-26,2:17:27,226,980,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,190
571,2024-05-21,2:48:30,304,545,quam pede lobortis ligula sit,169
572,2024-03-09,5:03:48,986,40,convallis duis consequat dui nec nisi volutpat eleifend,347
573,2023-11-22,22:42:03,918,738,ante nulla justo aliquam quis turpis eget elit,275
574,2024-06-26,2:36:08,315,669,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,483
575,2024-07-12,1:55:52,931,304,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,91
576,2024-06-19,22:07:39,861,579,eu interdum eu tincidunt in,289
577,2024-05-29,18:44:48,979,762,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,28
578,2023-11-28,16:09:19,994,283,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,101
579,2024-05-27,0:24:17,37,365,id mauris vulputate elementum nullam varius nulla facilisi cras non,392
580,2024-02-15,5:22:56,380,34,nulla integer,322
581,2023-10-13,21:28:57,294,262,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,184
582,2023-12-19,19:47:26,678,147,nullam sit amet,261
583,2023-12-09,13:19:13,438,986,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,147
584,2023-10-22,6:52:49,112,18,vestibulum ante ipsum primis in faucibus,191
585,2024-03-22,15:04:53,378,715,ultricies eu nibh quisque id justo sit amet sapien,464
586,2024-02-18,12:10:23,369,780,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,162
587,2024-06-28,4:56:45,67,370,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,358
588,2024-02-02,8:19:04,407,780,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,249
589,2024-07-13,9:26:25,543,92,sapien cursus,417
590,2024-01-08,20:07:34,832,966,aliquet,494
591,2024-02-09,16:58:38,101,640,sit amet eros suspendisse accumsan tortor quis,316
592,2023-12-07,12:13:03,148,913,tristique in tempus sit amet sem,431
593,2024-05-23,10:53:23,696,353,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,492
594,2023-08-20,6:46:09,37,834,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,14
595,2023-12-25,15:08:25,593,778,neque libero convallis eget eleifend luctus ultricies eu nibh,154
596,2024-06-25,0:39:58,490,340,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,170
597,2023-09-09,3:03:29,638,732,ipsum aliquam non mauris morbi,424
598,2023-08-20,18:36:28,403,81,porta volutpat erat quisque erat,380
599,2024-06-05,10:45:07,719,426,erat quisque erat eros viverra eget congue,366
600,2023-08-14,13:50:19,691,742,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,404
601,2024-03-21,17:44:24,42,261,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,13
602,2024-01-23,14:14:11,118,598,suscipit ligula in lacus curabitur,104
603,2024-05-12,10:50:07,393,713,nulla pede ullamcorper augue a suscipit nulla elit,271
604,2024-04-05,17:55:48,574,878,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,133
605,2024-04-26,3:10:02,2,762,ut at,233
606,2023-10-17,8:09:30,929,721,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,494
607,2024-03-01,17:15:13,393,986,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,215
608,2024-06-22,16:24:20,400,399,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,380
609,2024-03-22,15:34:11,8,976,nec,119
610,2023-10-29,17:57:48,868,901,proin at turpis a,422
611,2023-08-26,16:09:28,433,425,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,167
612,2023-12-07,13:18:19,374,703,non interdum in ante,67
613,2024-06-06,7:21:13,28,507,odio cras mi pede malesuada in imperdiet et commodo,453
614,2024-01-01,17:36:40,318,916,vel ipsum praesent blandit lacinia erat,20
615,2024-01-31,13:11:39,69,263,etiam justo,63
616,2024-03-14,18:48:00,456,151,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,86
617,2024-01-05,11:01:24,889,833,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,409
618,2023-09-10,3:50:08,263,956,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,59
619,2024-02-09,13:54:05,670,249,vehicula consequat morbi a ipsum integer a nibh in quis,15
620,2024-03-11,4:13:28,799,253,ac neque duis bibendum,307
621,2023-11-21,0:45:04,438,188,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,155
622,2024-07-04,20:08:54,331,309,aliquet massa id,237
623,2024-01-10,1:01:15,582,792,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,219
624,2024-05-13,17:27:03,432,768,lobortis sapien sapien non mi integer ac,41
625,2024-03-10,11:01:49,669,766,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,53
626,2024-05-06,16:38:00,245,458,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,165
627,2024-02-29,10:46:04,63,650,orci luctus,108
628,2024-07-05,11:02:39,188,190,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,141
629,2023-09-05,16:31:35,580,779,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,225
630,2023-09-20,14:32:39,838,917,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,332
631,2024-03-04,18:49:26,723,895,sit amet erat nulla tempus vivamus in felis eu sapien,138
632,2024-07-27,2:22:27,189,815,fusce,44
633,2024-07-05,4:14:47,546,339,blandit ultrices enim lorem ipsum dolor sit,120
634,2024-03-18,5:16:53,290,548,lorem integer,371
635,2023-09-15,16:56:31,979,254,erat curabitur gravida nisi at nibh in hac habitasse platea,467
636,2024-03-23,7:16:24,785,172,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,302
637,2024-04-23,20:44:22,333,673,diam neque vestibulum eget vulputate ut,118
638,2024-08-05,2:03:28,2,796,risus semper porta volutpat quam pede lobortis ligula sit amet,306
639,2024-01-06,0:35:54,45,479,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,216
640,2024-02-14,0:21:39,622,141,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,454
641,2024-03-31,5:25:19,119,120,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,84
642,2023-12-09,2:43:37,500,233,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,226
643,2024-05-06,15:54:27,183,956,sagittis dui vel nisl duis ac,239
644,2024-01-22,10:46:30,485,355,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,112
645,2023-08-26,0:28:37,141,340,lacus at velit vivamus vel nulla,211
646,2024-07-29,13:06:23,631,485,ante ipsum primis in faucibus,356
647,2024-02-29,12:53:33,871,734,morbi non quam nec dui luctus rutrum,484
648,2023-08-28,7:17:51,34,202,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,181
649,2024-06-01,5:18:29,156,645,vivamus vestibulum sagittis sapien cum sociis natoque penatibus,478
650,2023-12-21,14:04:25,818,470,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,289
651,2024-02-23,21:19:05,502,745,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,486
652,2023-11-07,8:35:15,416,349,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,242
653,2023-08-24,21:57:53,334,379,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,205
654,2023-12-20,0:56:35,337,819,felis,176
655,2023-12-21,21:39:34,90,63,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,469
656,2024-01-12,23:08:17,623,28,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,75
657,2023-12-02,23:32:52,502,559,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,352
658,2024-02-26,1:03:41,101,776,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,371
659,2023-10-30,2:32:25,228,881,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,268
660,2023-10-15,5:40:18,761,224,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,264
661,2024-04-03,19:50:07,597,875,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,283
662,2023-11-20,22:47:42,344,38,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,453
663,2024-05-20,13:45:27,854,77,nisl duis bibendum felis sed,105
664,2023-08-15,18:27:08,666,149,fermentum justo nec condimentum neque sapien placerat ante nulla justo,225
665,2023-09-09,13:12:42,191,363,rhoncus sed,287
666,2024-06-09,5:41:45,766,349,quis turpis sed ante vivamus tortor duis mattis egestas,33
667,2024-06-25,18:27:32,746,222,pellentesque eget nunc donec quis orci eget orci vehicula condimentum,493
668,2024-02-17,16:31:23,282,311,sollicitudin ut,161
669,2023-08-22,13:50:59,958,286,libero non mattis pulvinar nulla pede,465
670,2023-12-05,12:24:48,720,283,lacinia aenean sit amet justo morbi ut odio cras mi,193
671,2023-09-15,2:03:28,853,266,pede justo lacinia,295
672,2024-05-01,18:40:47,314,159,proin at turpis a pede posuere,269
673,2024-02-13,8:39:00,328,488,in est risus auctor sed tristique in tempus sit amet,129
674,2023-11-27,17:01:03,701,527,augue vestibulum ante,166
675,2023-12-12,10:51:02,809,706,libero quis orci nullam molestie nibh in lectus,499
676,2024-07-26,19:17:28,58,147,sapien quis libero nullam sit amet,24
677,2024-06-30,16:00:04,766,583,vulputate ut ultrices vel augue,38
678,2023-08-18,10:05:41,728,509,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,323
679,2024-07-15,17:33:44,1,355,lectus pellentesque at nulla suspendisse,258
680,2023-10-10,18:52:15,822,788,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,296
681,2024-07-25,1:09:15,683,272,justo maecenas rhoncus aliquam lacus morbi quis tortor,330
682,2024-06-30,18:46:01,500,530,turpis elementum ligula,83
683,2024-01-28,7:25:51,922,716,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,279
684,2024-04-04,22:50:54,763,506,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,268
685,2024-05-17,16:22:28,482,348,nec sem duis aliquam convallis,213
686,2023-11-03,13:40:35,684,43,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,161
687,2024-03-10,10:03:09,628,96,adipiscing lorem vitae mattis nibh ligula nec sem,479
688,2024-02-11,19:16:31,456,959,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,469
689,2023-08-22,8:39:27,755,871,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,171
690,2024-06-14,13:11:19,435,51,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,260
691,2024-03-23,12:21:45,652,833,massa tempor convallis nulla neque,61
692,2024-07-11,15:23:39,427,76,nec nisi,117
693,2024-05-10,7:26:39,618,457,aliquam lacus morbi quis,89
694,2024-08-13,12:08:19,22,674,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,212
695,2024-05-19,16:04:47,972,601,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,320
696,2024-07-04,13:38:34,240,900,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,324
697,2024-05-17,17:24:03,864,274,morbi non quam nec dui luctus rutrum nulla tellus,128
698,2023-12-14,1:17:36,250,418,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,251
699,2024-03-02,0:06:00,554,652,in hac habitasse platea dictumst maecenas ut massa,271
700,2023-08-27,7:56:01,532,827,vitae nisl aenean lectus pellentesque eget nunc donec quis orci,440
